address,maxClaimable,price,currencyAddress
0x93fA0E828Ab8b72EEEE42747DE3f9C66D1B43a5c,20,0,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7Dc23c714c22eB6649e994Ab314859E2fED1aCB0,1,0,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xed416De2D92A8df357d941BcF45f80AF20F28a62,1,0,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
